Smiles,IC50_nM
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(CCS(=N)(=O)c3ccccc3)nc2cc1N1CCOCC1,0.6
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn(C2C[C@H]2F)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.6
OC1CCN(C1)c1cc2nn(CCS(=N)(=O)c3ccncc3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,0.6
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](F)[C@H]34)ccnc2cc1C(N)=O,0.6
Fc1cc2nn(CCS(=N)(=O)c3cccs3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,0.6
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn(C)c1=O)C12CC(C)(C1)OC2,0.6
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn(C)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.6
Cc1cc(ccn1)-c1nc(co1)C(=O)Nc1cc2cn(CCS(=N)(=O)c3ccccn3)nc2cc1N1CCC(O)C1,0.6
CC(C)(O)c1ccc2ncc(-c3cccc(N[C@H]4CNCCC4(F)F)n3)n2c1,0.6
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn(C2C[C@@H]2F)c1=O)[C@]12CC[C@](C)(C1)OC2,0.6
CC[C@@H](C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@@H]2F)c1=O)C12CC(C)(C1)OC2,0.6
CC(C)Oc1cc2c(OC[C@@H]3C[C@](C)(F)C(=O)N3)ccnc2cc1C(N)=O,0.6
FC(F)(F)[C@H]1CNC[C@@H]1Nc1cccc(n1)-c1cnc2ccc(cn12)C1CC1,0.6
C1CC1c1ccc2ncc(-c3cccc(N[C@H]4CNCC44CC4)n3)n2c1,0.6
CC1(CC1)c1ccc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4C(F)(F)F)n3)n2c1,0.6
CC(C)Oc1c(F)c2nc(cn2cc1C(=O)Nc1cccn([C@H]2C[C@H]2F)c1=O)C12CC(C)(C1)OC2,0.6
FC(F)c1ccc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4F)n3)n2c1,0.6
COC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)C1(F)F,0.6
COc1cc2nn(CCS(=N)(=O)c3ncccn3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,0.6
Cc1cc(ccn1)-c1nc(co1)C(=O)Nc1cc2cn(CCS(=N)(=O)c3ccccc3)nc2cc1N1CCOCC1,0.6
OC1C[C@@]2(C1)CC[C@@H](CC2)n1cc2cc(C(=O)Nc3cnn4cccnc34)c(OC3CC3)cc2n1,0.6
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@H]2F)c1=O)C12CC(C)(C1)OC2,0.6
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn(C2CC2(F)F)c1=O)C12CC(C)(C1)OC2,0.6
CC(O)(c1ccc2ncc(-c3cccc(N[C@H]4CNCC44CC4)n3)n2c1)C(F)(F)F,0.6
FC(F)c1nn(cc1NC(=O)c1cccc(n1)-c1cc[nH]n1)C1CN(C1)C1CCN(CC1)C(=O)C=C,0.63
CCCOCc1ncc(cn1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H](C3)N3CCN(C[C@@H]3C)C(=O)c3ccncc3Cl)sc2c1,0.65
COC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cc[nH]n2)c(n1)C(F)F,0.65
COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cccnc1,0.65
C[C@H]1CN(CCN1[C@H]1C[C@H](C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1)C(=O)c1ccon1,0.66
COc1ccc(cn1)C(=O)N1CCN([C@H]2C[C@H](C2)C(=O)Nc2nc3ccc(cc3s2)-c2cnc(CO[C@H]3CCC[C@@H]3O)nc2)[C@@H](C)C1,0.66
COC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(c2)C(C)(C)CN)c(n1)C(F)F,0.67
OCC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(CC(F)(F)F)c2)c(n1)C(F)F,0.68
CN(C)C(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cc[nH]n2)c(n1)C(F)F,0.68
CCCOCc1ncc(cn1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H](C3)N3CCN(C[C@@H]3C)C(=O)c3cc(F)ccn3)sc2c1,0.69
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@H]2F)c1=O)[C@]12CC[C@](C)(C1)OC2,0.7
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn([C@H]2C[C@@H]2F)c1=O)[C@]12CC[C@](C)(C1)OC2,0.7
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2C[C@H](N)C[C@H](F)C2)c(n1)C(F)F,0.7
Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCCNC4)nn23)c(n1)C(F)F,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnc2cccnn12)[C@H]1CCC2(C[C@@](C)(O)C2)CC1,0.7
CC(C)Oc1c(F)c2nc(cn2cc1C(=O)Nc1cccn([C@H]2C[C@H]2F)c1=O)[C@]12CC[C@](C)(C1)OC2,0.7
CCC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn(C2CC2)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.7
CC(C)Oc1cc2c(OC[C@@H]3CCC(=O)N3)cccc2cc1C(N)=O,0.7
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn(C2C[C@H]2C)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.7
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn([C@@H]2CC2(C)C)c1=O)C12CC(C)(C1)OC2,0.7
COC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,0.7
Cn1cc(NC(=O)c2ccc3cnc(nn23)N2C[C@H](N)C[C@H](F)C2)c(n1)C(F)F,0.7
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn([C@H]2C[C@@H]2F)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@H]1CC[C@@H](CC1)N(C)C(=O)[C@@H]1CC[C@H](O)C1,0.7
C[C@]12CC[C@](CO1)(C2)c1cn2cc(C(=O)Nc3cccn(C4CC4)c3=O)c(OC3CCC3)cc2n1,0.7
Cn1cc(NC(=O)c2cnn3ccc(N[C@H]4CNCC(F)(F)C4)nc23)c(n1)C(F)F,0.7
CO[C@H]1CNC[C@@H]1Nc1cccc(n1)-c1cnc2ccc(cn12)C1(C)CC1,0.7
FC(F)Oc1ccc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4F)n3)n2c1,0.7
FC(F)Oc1ccc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4C(F)F)n3)n2c1,0.7
CC(C)(O)c1cn2c(cnc2cc1CO)-c1cccc(N[C@H]2CNCC[C@@H]2F)n1,0.7
COc1ccn2c(cnc2c1)-c1cccc(N[C@H]2CNC[C@@H]2F)n1,0.7
F[C@H]1CNC[C@@H]1Nc1cccc(n1)-c1cnc2ccc(cn12)C1CC1,0.7
CC(C)Oc1cc2ncc(-c3cccc(N[C@H]4CNCC[C@@H]4F)n3)n2cc1Cl,0.7
COc1cc2nn(CCS(=N)(=O)c3ccc(F)cc3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,0.7
COc1cc2nn(CCS(=N)(=O)c3ccccc3)cc2cc1NC(=O)c1coc(n1)-c1ccnc(C)c1,0.7
COc1cc2nn(CCS(=N)(=O)C3=NCCS3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,0.7
Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCC[C@@H]4N)nn23)c(n1)C(N)=O,0.7
NCCNc1ccn2ncc(C(=O)Nc3cn(nc3C(N)=O)-c3cccnc3)c2n1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnc2cccnn12)[C@@H]1CC[C@@H](O)[C@H](C)C1,0.7
COc1cc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@@H]([C@@H](O)[C@H]3O)C(C)(C)O)[nH+]2)ccn1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnc2cccnn12)C1CCC2(CN(C2)C(C)=O)CC1,0.7
OC(=O)C(F)(F)F.N[C@H]1CCCC[C@H]1Nc1cnc2scc(C(=O)Nc3cscc3Cl)c2n1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)C1CC[C@@H](CC1)N(C)C(=O)[C@H]1C[C@H](O)C1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnc2cccnn12)[C@H]1CC[C@@H](CC1)n1ccnn1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnc2cccnn12)[C@H]1CC[C@](C)(O)CC1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@H]1CC[C@@H](CC1)N(C)C(=O)[C@@H]1CC[C@@H](O)C1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@@H]1CC[C@@H](CC1)N(C)C(=O)[C@@H]1CC[C@@H](O)C1,0.7
OC(=O)C(F)(F)F.N[C@H]1CCCC[C@H]1Nc1cnc2scc(C(=O)Nc3cscc3C(F)F)c2n1,0.7
C[C@@]1(O)CCC[C@H](C1)n1cc2cc(C(=O)Nc3cnn4cccnc34)c(OC3CC3)cc2n1,0.7
COc1cc2nn(cc2cc1C(=O)Nc1cnc2cccnn12)[C@@H]1CC[C@]2(CCC(=O)N2C)C[C@H]1C,0.7
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCC[C@@H]4N)nn23)c(n1)C#N,0.7
CC(C)(C)c1ccc2ncc(-c3cccc(N[C@H]4CNCC44CC4)n3)n2c1,0.7
COc1cc2nn(CCS(=N)(=O)c3ccncc3)cc2cc1NC(=O)c1coc(n1)-c1ccnc(C)c1,0.7
COc1ccc2ncc(-c3cccc(N[C@H]4CNCC44CC4)n3)n2c1,0.7
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn([C@H]2C[C@@H]2C)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.7
CC[C@H]1[C@@H](COc2csc3cc(C(N)=O)c(OC)nc23)NC(=O)[C@@H]1F,0.7
CC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(c2)C(C)(C)CN)c(n1)C(F)F,0.73
CCCOCc1ncc(cn1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H](C3)N3CCN(C[C@@H]3C)C(=O)c3ccccn3)sc2c1,0.76
CN1CC[C@H]2C[C@H]1C(=O)NCCCOc1c(ccc3ncc(N2)nc13)-c1cnc(CO)s1,0.79
C[C@@H](O)C(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(CC(F)(F)F)c2)c(n1)C(F)F,0.79
C[C@H]1C[C@@]2(CN(C2)C(C)=O)CC[C@H]1n1cc2cc(C(=O)Nc3cnn4cccnc34)c(OC3CC3)cc2n1,0.8
Cn1cc(NC(=O)c2ccc3cnc(nn23)N2C[C@@H](N)C[C@H](F)C2)c(n1)C(F)F,0.8
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](C(F)F)[C@H]34)nccc2cc1C(N)=O,0.8
CC[C@@H](C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn(C2CC2)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.8
OC(=O)C(F)(F)F.N[C@H]1CCCC[C@H]1Nc1cnc2scc(C(=O)Nc3ccccc3Cl)c2n1,0.8
O[C@H]1CCC[C@@H]1OCc1ncc(cn1)-c1ccc2nc(NC(=O)C3CC(C3)NCc3nccs3)sc2c1,0.8
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@@H]1CC[C@H](C[C@H]1C)N(C)C(C)=O,0.8
COc1cc2nn(CCS(=N)(=O)c3ccccn3)cc2cc1NC(=O)c1cccc(n1)C(F)(F)F,0.8
CC(C)(C)c1ccc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4F)n3)n2c1,0.8
CC(C)Nc1cc(Nc2nc3scnc3cc2F)ncc1C(=O)NC[C@@H](F)C(C)(C)O,0.8
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(n1)C#N,0.8
CC(C)(O)c1ccc2ncc(-c3nc(N[C@H]4CNCC[C@@H]4F)c(F)cc3F)n2c1,0.8
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)C33CC3)nccc2cc1C(N)=O,0.8
O[C@H]1CC[C@@H](CC1)n1cc2cc(C(=O)Nc3cnn4cccnc34)c(OC3CC3)cc2n1,0.8
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn(C2CC2)c1=O)C12CC(CF)(C1)OC2,0.8
COc1cc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4C(F)(F)F)n3)n2cc1-c1cnn(CC(C)(C)O)c1,0.8
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2C[C@H](N)CC(F)(F)C2)c(n1)C(F)F,0.8
FC(F)c1ccc2ncc(-c3cccc(N[C@H]4CNCC44CC4)n3)n2c1,0.8
C[C@@H]1C[C@@H]1n1cccc(NC(=O)c2cn3cc(nc3nc2OC2CCC2)C23CC(C)(C2)OC3)c1=O,0.8
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2C[C@H](N)C[C@@H](F)C2)c(n1)C(F)(F)F,0.8
Cn1cc(NC(=O)c2ccc3cnc(nn23)N2C[C@@H](N)C[C@@H](F)C2)c(n1)C(F)F,0.8
OC1CCN(C1)c1cc2nn(CCS(=N)(=O)c3ccccn3)cc2cc1NC(=O)c1cnn2cccnc12,0.8
CC[C@@H](C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn(C2CC2)c1=O)C12CC(C)(C1)OC2,0.8
CC(C)Oc1c(F)c2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@@H]2F)c1=O)C12CC(C)(C1)OC2,0.8
O[C@H]1CC[C@H](CC1)N\C=C1\C=C(C(=O)Nc2cnc3cccnn23)C(OC2CC2)=CC1=N,0.8
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn([C@H]2CC22CC2)c1=O)[C@]12CC[C@](C)(C1)OC2,0.8
C[C@H]1C[C@@H](O)CC[C@@H]1n1cc2cc(C(=O)Nc3cnn4cccnc34)c(OC3CC3)cc2n1,0.8
CC(C)n1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)c(n1)C(F)(F)F,0.8
CC(C)Oc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C)nccc2cc1C(N)=O,0.8
N[C@H]1CCCC[C@H]1Nc1ccn2ncc(C(=O)Nc3cn(CC(F)F)nc3C(F)(F)F)c2n1,0.8
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cccn(C2C[C@]2(C)C(F)F)c1=O)C12CC(C)(C1)OC2,0.8
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1cnn2cc(C)cnc12)C12CC(C)(C1)OC2,0.8
N[C@@H]1CCCC[C@@H]1Nc1ccn2ncc(C(=O)Nc3cn(nc3C(N)=O)-c3cccnc3)c2n1,0.8
Cn1cc(NC(=O)c2ccc3cnc(N[C@@H]4CCCNC4)nn23)c(n1)C#N,0.8
Cn1cc(NC(=O)c2ccc3cnc(nn23)N2C[C@H](N)C[C@@H](F)C2)c(n1)C(F)(F)F,0.8
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2csc3ncc(N[C@@H]4CCCNC4)nc23)c(n1)C(F)(F)F,0.8
CC(C)C(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cc[nH]n2)c(n1)C(F)F,0.81
C[C@H]1CN(CCN1[C@H]1C[C@H](C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1)C(=O)c1ccc(Cl)cn1,0.81
Cn1cc(cn1)-c1cn2c(cnc2cc1CO)-c1cccc(NC2CCNC2)n1,0.81
CN1CC[C@H]2C[C@H]1C(=O)NCC(F)COc1c(ccc3ncc(N2)cc13)-c1cnc(C)nc1,0.81
C[C@H]1CN(CCN1[C@H]1C[C@H](C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1)C(=O)c1cncnc1,0.85
O[C@H]1CCC[C@@H]1OCc1ncc(cn1)-c1ccc2nc(NC(=O)C3CC4(C3)CCN(CC4)C(=O)c3ccccn3)sc2c1,0.85
O[C@H]1CCC[C@@H]1OCc1ncc(cn1)-c1ccc2nc(NC(=O)C3CC4(C3)CCN(CC4)C(=O)c3cccnc3)sc2c1,0.85
CC1C[C@H]2C[C@H](N1C)C(=O)NCC(F)COc1c(ccc3ncc(N2)cc13)-c1cnc(C)nc1,0.86
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1CC[C@@H](OC1)c1nnc(o1)C(F)F)-c1ccc2cc(cnn12)C#N,0.87
CC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(CC(F)(F)F)c2)c(n1)C(F)F,0.87
CCCOCc1ncc(cn1)-c1ccn2nc(NC(=O)[C@@H]3C[C@@H](C3)N3CCN(C[C@@H]3C)C(=O)c3cc(C)nc(C)c3)cc2c1,0.88
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1CC[C@@H](CC1)C1=NC(C=C1)C(F)F)-c1ccc2cc(cnn12)C#N,0.88
CCCOCc1ncc(cn1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H](C3)N3CCN(C[C@@H]3C)C(=O)C3CCOC3)sc2c1,0.88
C[C@H]1CN(CCN1[C@H]1C[C@H](C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1)C(=O)c1cc(C)nc(C)c1,0.89
CN1CC[C@H]2C[C@H]1C(=O)NCC1(CC1)COc1c(ccc3ncc(N2)nc13)-c1cnc(CO)s1,0.89
CN1CC[C@H]2C[C@H]1C(=O)NCC(F)(F)COc1c(ccc3ncc(N2)nc13)-c1cnc(CO)s1,0.89
CC[C@@H](C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn(C2CC2)c1=O)[C@@]12CC[C@@](C)(C1)OC2,0.9
N[C@H]1CCCC[C@H]1Nc1ccn2ncc(C(=O)Nc3cscc3Br)c2n1,0.9
Cn1cc(NC(=O)c2ccc3cnc(nn23)N2CCC[C@@H](N)C2)c(n1)C(F)(F)F,0.9
N[C@H]1CCCC[C@H]1Nc1ccn2ncc(C(=O)Nc3ccsc3C#N)c2n1,0.9
Cn1cc(NC(=O)c2ccc3cnc(NCCN)nn23)c(n1)C(N)=O,0.9
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn([C@H]2C[C@@H]2F)c1=O)C12CC(C)(C1)OC2,0.9
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CCC[C@@H](O)C2)c(n1)C(F)(F)F,0.9
OC(=O)C(F)(F)F.Cn1cc(NC(=O)c2ccc3ccc(N[C@@H]4CCCNC4)nn23)c(n1)C(F)F,0.9
CC(C)Oc1c(F)c2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@H]2C)c1=O)C12CC(C)(C1)OC2,0.9
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1cnn(c1)S(C)(=O)=O)-n1ncc2cc(cnc12)C#N,0.9
COc1cc2c(OC[C@@H]3C[C@H](F)C(=O)N3)nccc2cc1C(N)=O,0.9
CC(O)(c1ccc2ncc(-c3cccc(N[C@H]4CNCC[C@@H]4F)n3)n2c1)C(F)(F)F,0.9
C[C@H]1CN(CCN1[C@H]1C[C@H](C1)C(=O)Nc1nc2ccc(cc2s1)-c1cnc(CO[C@H]2CCC[C@@H]2O)nc1)C(=O)c1coc(C)n1,0.9
C[C@@H]1C[C@@H]1n1cccc(NC(=O)c2cn3cc(nc3cc2OC2CCC2)C23CC(C)(C2)OC3)c1=O,0.9
CC(C)Oc1cc2nc(cn2cc1C(=O)Nc1cccn([C@@H]2C[C@H]2F)c1=O)[C@]12CC[C@](C)(C1)OC2,0.9
COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C)ccc(F)c2cc1C(N)=O,0.9
Cn1cc(NC(=O)c2cnn3ccc(N[C@@H]4CCC(F)(F)C[C@@H]4N)nc23)c(n1)C(F)(F)F,0.9
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@H]1CC[C@@H](CC1)N(C)C(=O)C[C@H](C)O,0.9
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2C[C@@H](N)C[C@H](F)C2)c(n1)C(F)F,0.9
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@H]1CC[C@@H](CC1)N(C)C(=O)C[C@@H](C)O,0.9
CC(C)Oc1nc2nc(cn2cc1C(=O)Nc1ccn(C)n1)C12CCC(C)(CC1)OC2,0.9
CC[C@@H]1CC(=O)N[C@@H]1COc1csc2cc(C(N)=O)c(OC)cc12,0.9
COc1cc2nn(cc2cc1C(=O)Nc1cnn2cccnc12)[C@H]1CC[C@@H](CC1)N(C)C(=O)[C@@H](C)O,0.9
CC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(c2)C(C)(C)C#N)c(n1)C(F)F,0.91
OCc1ncc(cn1)-c1ccc2ncc3N[C@H]4CCN[C@@H](C4)C(=O)OCCCOc1c2c3,0.93
O[C@H]1CCC[C@@H]1OCc1ncc(cn1)-c1ccc2nc(NC(=O)C3CC(C3)NCc3ccsn3)sc2c1,0.95
CC(C)(O)C(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(CC(F)F)c2)c(n1)C(F)F,0.96
CC(C)(O)C(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(CC(F)(F)F)c2)c(n1)C(F)F,0.97
CC(C)(C#N)n1cc(cn1)-c1cccc(n1)C(=O)Nc1cn(nc1C(F)F)C1CN(C1)C1CCN(CC1)C(=O)CO,0.97
OCC(=O)N1CCC(CC1)N1CC(C1)n1cc(NC(=O)c2cccc(n2)-c2cnn(CC(F)F)c2)c(n1)C(F)F,0.99
CC(=O)NC1(CC1)c1ccc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)cc1,1.0
COC(=O)N1CCC(C1)n1cc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)cn1,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1cccnc1F)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1cncc(c1)C1CC1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1cnn(c1)C1CNC1)-c1ccc2cc(cnn12)C#N,1.0
CC(=O)NCc1cccc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)c1,1.0
CNC(=O)C1CC[C@@H](CC1)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1cnn(c1)[C@@H]1CCN(C1)C1COC1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CC2(CCC2)C1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)Nc1cc(ncc1C(=O)N[C@H]1CC[C@@H](CC1)NC(=O)N1CCOCC1)-c1ccc2cc(cnn12)C#N,1.0
CCn1cnc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)n1,1.0
CC(C)Nc1cc(ncc1C(=O)NC12CCC(CC1)(CC2)NC(C)=O)-c1ccc2cc(cnn12)C#N,1.0
COCCCNc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,1.0
CC(C)Nc1cc(ncc1C(=O)NC1CC[C@@H](CC1)NC(=O)C1(C)COC1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)Cn1cc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)cn1,1.0
Cc1nnc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)s1,1.0
CC(C)Nc1cc(ncc1C(=O)NC1CC2(CC(O)C2)C1)-c1ccc2cc(cnn12)C#N,1.0
NCC1CCN(CC1)c1ccc(Cl)cc1NC(=O)c1cnn2cc(O)cnc12,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1C[C@H]2CC[C@@H]1O2)-c1ccc2cc(cnn12)C#N,1.0
CN1CCC(CC1=O)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CC2CCC1O2)-c1ccc2cc(cnn12)C#N,1.0
COC(C)(C)CCNC(=O)c1cnc(cc1NC(C)C)-c1ccc2cc(cnn12)C#N,1.0
Cc1ncc(o1)-c1ccc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)cc1,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC12CCC(CC1)(CC2)C(=O)N1CC(C)(O)C1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCN(CC1)C1COC1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCOC(C)(C)C1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1NC1CCS(=O)(=O)C1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1N[C@H]1CCC(CC1)C(=O)N1CC(F)(F)C1)-c1ccc2cc(cnn12)C#N,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1ccc(cc1)-n1ncnn1)-c1ccc2cc(cnn12)C#N,1.0
Cn1cnc(n1)-c1ccc(Nc2cc(ncc2C(=O)NC[C@@H](F)C(C)(C)O)-c2ccc3cc(cnn23)C#N)cc1,1.0
CC(C)Nc1cc(ncc1C(=O)NCCC1(O)CCOCC1)-c1ccc2cc(cnn12)C#N,1.0
COC(=O)C1CC2(CC(C2)NC(=O)c2cnc(cc2NC(C)C)-c2ccc3cc(cnn23)C#N)C1,1.0
CC(C)(O)[C@H](F)CNC(=O)c1cnc(cc1Nc1ccc(nc1)C(F)(F)F)-c1ccc2cc(cnn12)C#N,1.0
